,sqft_living,grade,bathrooms,distance_to_center,property_age,bedrooms,view,lat,floors,waterfront
11625,2510,8,1.75,8.2222649237835,51,4,0,47.5569,1.0,0
11626,1280,7,1.0,14.10218337175887,32,2,0,47.634,1.0,0
11627,1570,8,1.5,11.646925627215754,61,3,3,47.438,1.0,0
11628,740,6,1.0,6.02583469560663,103,2,0,47.6929,1.0,0
11629,1740,7,1.5,9.234217317606186,60,3,0,47.5897,1.0,0
11630,1180,8,2.5,2.9785823974274406,5,3,0,47.6381,3.0,0
11631,2960,9,2.75,10.812526614966927,56,5,3,47.7606,1.0,0
11632,1880,7,1.75,5.341294163307891,70,3,0,47.5354,1.0,0
11633,1150,8,1.0,5.4145002729557214,0,3,0,47.6805,1.0,0
11634,1320,7,1.0,9.78051336989651,56,3,0,47.6131,1.0,0
11635,1640,6,2.0,8.808314589645494,71,4,0,47.4791,1.0,0
11636,1470,7,2.0,21.75868064220241,23,3,0,47.3539,1.0,0
11637,900,6,1.0,22.141593174665072,54,3,0,47.2883,1.0,0
11638,1510,8,1.75,2.6691433669525124,105,3,0,47.6387,1.0,0
11639,1440,6,1.0,6.234011612191741,93,3,0,47.696,1.0,0
11640,1380,7,1.0,10.574417749233724,75,2,0,47.7486,1.0,0
11641,1150,7,1.5,8.805919616469364,71,2,1,47.7298,1.0,0
11642,3610,9,2.75,12.497127188226242,56,6,4,47.5739,1.0,0
11643,1250,7,2.0,5.20024613176483,15,3,0,47.6705,3.0,0
11644,3510,9,2.5,14.333756450995445,13,3,0,47.5635,2.0,0
11645,2260,8,2.5,6.748963296102614,11,3,0,47.6928,2.0,0
11646,2840,7,1.75,20.2231920485113,38,3,0,47.3516,1.0,0
11647,1430,7,1.5,21.726691546627155,35,3,0,47.2927,1.0,0
11648,1420,7,1.0,10.219446105529641,62,2,0,47.4594,1.0,0
11649,2120,8,2.5,16.23270418836248,11,4,0,47.5526,2.0,0
11650,2080,8,2.5,14.727256699300117,27,3,0,47.5723,2.0,0
11651,1370,7,2.5,10.317735523928551,28,2,0,47.4606,2.0,0
11652,1900,8,2.25,10.126972946979487,31,4,0,47.561,1.0,0
11653,1660,7,1.75,11.414868231864512,60,3,0,47.7647,1.0,0
11654,1310,7,1.0,5.733020704525249,51,3,0,47.5301,1.0,0
11655,1840,7,2.5,3.4280405970330645,89,3,0,47.6557,1.0,0
11656,1040,7,0.75,7.7844044701651205,24,1,1,47.5078,1.0,0
11657,2610,10,2.5,14.100589637250536,27,3,0,47.7377,2.0,0
11658,1990,7,2.0,8.696645147251449,44,3,0,47.5421,1.0,0
11659,3080,8,2.0,9.576140339756032,50,3,0,47.4695,1.0,0
11660,1200,7,1.0,14.439292558428864,45,3,0,47.7452,1.0,0
11661,1250,7,1.0,12.46514890123052,60,4,0,47.4258,1.0,0
11662,2640,10,2.75,10.096098286800805,25,4,0,47.6481,2.0,0
11663,1790,8,1.75,6.179011146468067,63,5,0,47.5945,2.0,0
11664,1140,7,2.0,11.821165232885972,61,2,0,47.4351,1.0,0
11665,1790,7,2.25,12.331518397923617,30,3,0,47.7477,1.5,0
11666,1910,7,2.75,6.7165365051689045,75,4,0,47.6952,1.0,0
11667,1530,7,1.75,3.227535353431314,102,4,0,47.6529,1.5,0
11668,1050,8,2.5,1.5761478493609797,8,2,0,47.6018,2.0,0
11669,1730,7,1.75,16.294603004409076,39,3,0,47.3915,1.0,0
11670,1100,7,1.5,9.267697974397619,61,4,0,47.5704,1.0,0
11671,2100,7,2.25,12.160531391525378,52,5,0,47.4922,1.0,0
11672,2800,9,2.5,13.966278331705839,23,4,0,47.7432,2.0,0
11673,5000,10,3.5,6.331744333604714,7,5,3,47.5665,2.0,0
11674,880,6,0.5,2.9453382336563823,105,1,0,47.5732,1.0,0
11675,1470,7,2.5,10.986075842446724,24,3,0,47.7651,2.0,0
11676,3950,10,3.25,8.831055716902108,9,5,2,47.6898,2.0,0
11677,980,7,1.0,8.174615151653448,59,3,0,47.4892,1.0,0
11678,2180,7,1.0,10.154396522805007,65,4,0,47.7522,1.5,0
11679,3040,11,2.75,10.350776893855302,12,4,0,47.522,2.0,0
11680,4130,9,3.75,14.557176368856961,30,5,0,47.715,2.0,0
11681,1850,7,1.75,20.72084895721789,43,4,0,47.3468,1.5,0
11682,1600,7,2.5,16.83638319373361,22,3,0,47.3904,2.0,0
11683,2070,7,1.5,3.7282937140470565,64,2,0,47.5571,2.0,0
11684,3180,7,2.5,12.02593244847412,14,4,0,47.4905,2.0,0
11685,6900,9,4.25,17.96045470106884,13,6,0,47.7506,2.0,0
11686,2640,7,2.25,1.8209676357154596,107,4,0,47.6313,2.0,0
11687,1920,6,1.5,16.446929284953807,62,3,0,47.4446,1.0,0
11688,2030,8,1.75,13.115353677956023,34,3,0,47.7112,1.0,0
11689,1140,6,1.0,24.46363374009679,83,2,0,47.2592,1.5,0
11690,1660,7,1.0,10.480379100140944,63,3,0,47.7576,1.0,0
11691,1390,7,1.5,8.453523332497191,10,2,0,47.7274,3.0,0
11692,2490,8,3.0,3.920631434952828,12,4,0,47.6628,1.5,0
11693,2550,9,2.5,15.449655941855012,25,4,0,47.3979,2.0,0
11694,1270,6,2.0,9.503551612183884,47,3,0,47.6876,1.0,0
11695,2980,10,3.25,2.074917124168328,1,4,3,47.5933,2.0,0
11696,1470,8,2.0,19.988243769797815,41,3,0,47.3191,1.0,0
11697,3550,10,3.0,11.766230723652837,25,4,0,47.7533,1.5,0
11698,780,6,1.0,3.9943122155169286,80,2,0,47.5609,1.0,0
11699,1390,7,2.5,20.594421641597037,28,2,0,47.3081,2.0,0
11700,2440,8,2.5,9.260207257747075,10,4,0,47.5108,2.0,0
11701,1260,8,1.5,3.3650490009960627,84,3,0,47.5755,1.5,0
11702,1640,7,2.25,21.180759367623903,32,3,0,47.311,2.0,0
11703,1670,7,3.0,10.262902255406054,3,3,0,47.4881,1.5,0
11704,2380,8,2.25,6.720612924833916,54,3,0,47.6955,1.0,0
11705,1030,7,1.0,4.080061293422685,44,4,0,47.553,1.0,0
11706,1560,7,1.5,31.82783676906608,54,3,0,47.2048,1.0,0
11707,1640,7,1.75,11.746528856590873,47,4,0,47.6933,1.0,0
11708,2200,8,2.5,29.315371047630983,8,2,3,47.2458,1.0,0
11709,3190,10,2.5,23.344915286615983,10,4,0,47.353,2.0,0
11710,1200,7,1.5,11.307672410634302,51,3,0,47.4482,1.0,0
11711,2250,8,2.25,5.490333989715243,40,3,0,47.6741,2.0,0
11712,1960,7,1.75,4.566401064873197,111,2,0,47.6531,1.0,0
11713,1250,7,1.0,10.643308220140911,57,3,0,47.4548,1.0,0
11714,2640,9,2.25,22.836785078838115,29,4,0,47.3099,1.0,0
11715,2460,9,2.25,6.058378018420864,79,2,4,47.6792,1.5,0
11716,1700,7,2.5,21.245970187404033,19,3,0,47.3798,2.0,0
11717,840,5,1.0,5.372561617856799,77,2,0,47.5292,1.0,0
11718,1900,6,2.0,5.359503149905386,42,4,0,47.6767,1.0,0
11719,2160,7,2.75,7.511119674400891,46,4,3,47.7081,1.0,0
11720,1610,8,1.75,8.253913514911758,54,3,0,47.553,1.0,0
11721,1720,8,2.5,24.315183159600327,17,3,0,47.2624,2.0,0
11722,2190,8,2.75,13.955426690621362,11,4,0,47.7751,2.0,0
11723,3020,8,1.75,7.750485725039496,57,4,0,47.56,1.0,0
11724,1980,7,1.75,16.78809207124903,24,3,0,47.3745,1.0,0
11725,1880,7,2.5,4.517223235550163,8,3,0,47.657,2.0,0
11726,1610,7,1.75,7.518613539135739,68,3,0,47.7137,1.0,0
11727,3260,9,3.0,1.996001333923978,1,4,0,47.6314,2.0,0
11728,3970,9,3.25,12.014685393162047,36,5,2,47.7764,2.0,0
11729,4570,12,2.5,8.631774952351883,30,4,4,47.7282,2.0,0
11730,2620,7,2.75,5.764656288164483,104,5,0,47.6806,1.5,0
11731,1180,7,1.0,16.839198801442492,45,3,0,47.39,1.0,0
11732,1365,7,2.5,4.94722631117894,12,3,0,47.6776,3.0,0
11733,720,6,1.0,5.736398732171152,72,2,0,47.5245,1.0,0
11734,1350,7,2.25,17.175901767116272,34,3,0,47.3593,1.0,0
11735,3060,8,2.5,14.526875957911395,48,6,0,47.4379,1.0,0
11736,1850,8,2.75,32.30900432630838,22,3,0,47.1928,2.0,0
11737,1320,7,1.75,20.261324034531835,45,3,0,47.5695,1.5,0
11738,1990,9,1.75,10.059822851440027,35,3,3,47.7439,2.0,0
11739,610,5,1.0,10.407585894764669,93,1,0,47.4865,1.0,0
11740,2500,7,1.0,8.86713789113586,60,4,0,47.6488,1.5,0
11741,1440,7,2.0,10.663007331799783,50,3,0,47.7243,1.0,0
11742,2750,8,4.5,5.6735923698631465,28,6,0,47.6883,2.0,0
11743,1790,8,1.75,4.956939780282181,64,3,2,47.5412,1.0,0
11744,1050,8,2.0,1.6288615261408648,11,2,0,47.6181,2.0,0
11745,1780,7,2.5,20.23840236735777,4,3,0,47.386,2.0,0
11746,2200,8,2.5,10.085584463008024,21,4,0,47.733,2.0,0
11747,1720,7,2.0,6.012148295999098,35,4,0,47.6929,2.0,0
11748,5840,12,4.5,16.48466196335092,9,5,0,47.5457,2.0,0
11749,1520,7,2.25,12.840172963131886,31,3,0,47.6273,2.0,0
11750,1320,7,1.0,21.491505785500824,47,3,0,47.312,1.0,0
11751,1070,7,1.0,3.8329583711031816,85,3,0,47.5627,1.0,0
11752,1990,8,2.5,18.343696516314807,21,4,0,47.3585,2.0,0
11753,4980,9,4.25,11.052405025710943,33,4,3,47.6406,2.0,0
11754,890,6,1.0,6.466336863536218,69,2,0,47.6966,1.0,0
11755,1440,7,2.0,20.66689265121777,29,3,0,47.3784,2.0,0
11756,2440,7,2.5,11.781042462998691,12,4,0,47.4891,2.0,0
11757,1800,7,2.25,9.664444708047611,53,4,0,47.4874,1.0,0
11758,2260,7,3.0,10.001027136433125,12,5,0,47.7508,1.0,0
11759,810,6,1.0,8.158790083680602,71,2,0,47.4882,1.0,0
11760,2240,7,2.75,3.785970871096641,75,4,0,47.5785,2.0,0
11761,4560,9,2.5,14.149656341415998,29,3,0,47.621,2.0,0
11762,1550,7,1.5,15.874656914840092,61,3,0,47.394,1.0,0
11763,3180,10,3.5,3.8181700836233006,14,5,0,47.6423,2.0,0
11764,2950,7,2.25,15.04040407102584,45,6,0,47.7476,1.0,0
11765,2190,7,3.0,8.242194192979298,16,5,0,47.5049,2.0,0
11766,1570,8,2.0,16.332574739848837,9,2,0,47.709,1.0,0
11767,3420,9,3.25,13.294183745135859,12,5,0,47.5366,2.0,0
11768,2420,9,2.5,8.528746671000423,24,4,0,47.6893,2.0,0
11769,1570,7,2.25,29.4570399354663,48,3,3,47.2377,1.0,0
11770,3680,9,3.25,2.331949012336865,90,5,0,47.6341,2.0,0
11771,1910,7,1.75,3.7519411567528715,62,4,0,47.5693,1.0,0
11772,1780,7,1.75,3.569278402905455,88,3,0,47.5696,1.0,0
11773,2160,6,1.0,6.7038196029990536,62,2,0,47.6981,1.0,0
11774,1460,7,1.5,20.101043855612094,49,3,0,47.3182,1.0,0
11775,1370,6,1.5,12.705506043715296,52,3,0,47.4499,1.0,0
11776,1370,6,1.5,12.705506043715296,52,3,0,47.4499,1.0,0
11777,1500,8,2.5,24.30843430237895,17,3,0,47.2625,2.0,0
11778,1210,7,1.75,14.957375730079407,64,3,0,47.5294,1.0,0
11779,2850,8,2.5,10.010234911146549,7,3,1,47.748,1.0,0
11780,1090,6,1.0,10.383849619106792,9,3,0,47.7562,1.0,0
11781,1450,7,1.75,22.554735138058174,24,3,0,47.3482,1.0,0
11782,1820,8,2.25,14.447954463472888,38,4,0,47.7415,1.0,0
11783,1320,7,1.5,9.272660176280006,44,3,0,47.7126,1.0,0
11784,1670,7,1.5,8.309728790089743,52,2,0,47.4864,1.0,0
11785,1440,5,2.0,9.8341565057932,72,4,0,47.5072,1.0,0
11786,980,7,1.0,5.918552566005438,64,3,0,47.5256,1.0,0
11787,4340,10,3.5,3.9429395075683176,7,4,0,47.6427,2.0,0
11788,2860,8,2.25,7.770779412636428,49,4,0,47.588,1.0,0
11789,1140,6,1.5,20.229919727571932,45,3,0,47.3684,1.0,0
11790,1120,7,1.5,19.748354720981677,47,3,0,47.3632,1.0,0
11791,1460,8,3.25,4.466282309906343,9,3,0,47.5481,2.0,0
11792,2050,7,2.5,17.531138556523267,13,4,0,47.3527,2.0,0
11793,1250,7,1.0,8.691187584536648,63,3,0,47.7289,1.0,0
11794,2520,9,2.5,15.939824743869636,25,4,0,47.3893,2.0,0
11795,2580,9,3.25,13.99182560037228,37,3,1,47.5314,1.5,0
11796,1200,7,1.0,17.437715444768987,39,2,0,47.6337,2.0,0
11797,2140,7,2.25,9.115560969118082,53,5,0,47.6071,1.0,0
11798,3440,11,3.25,16.35490992767018,9,4,0,47.5429,2.0,0
11799,1800,7,2.5,5.781778123574118,36,4,0,47.5303,1.0,0
11800,1790,7,2.5,15.381755867713819,34,4,0,47.4061,1.0,0
11801,1250,7,1.75,5.949829069898023,47,2,0,47.5242,1.0,0
11802,800,6,2.0,6.677697230030112,79,2,0,47.7024,1.0,0
11803,1410,8,2.0,9.875992493192635,50,3,0,47.5718,1.0,0
11804,1330,8,2.25,6.516200705539279,6,2,0,47.6904,3.0,0
11805,2890,9,2.75,2.61958028312683,84,4,0,47.6419,1.5,0
11806,2550,9,2.5,12.485142307689152,19,4,0,47.4836,2.0,0
11807,2880,8,2.5,17.413207762220555,14,5,0,47.3747,2.0,0
11808,660,5,1.0,8.428937776713575,75,3,0,47.4842,1.0,0
11809,1470,7,2.25,14.925964877310136,30,3,0,47.5672,2.0,0
11810,1700,8,1.75,9.650316246411984,56,4,0,47.7453,1.0,0
11811,1040,7,1.0,8.5273130317957,60,3,0,47.5765,1.0,0
11812,880,6,1.0,5.135124418620583,99,2,0,47.5331,1.0,0
11813,2490,9,2.5,17.682224347455445,19,4,2,47.3831,2.0,0
11814,1210,7,1.5,5.90938738675878,74,3,0,47.5255,1.0,0
11815,2080,6,2.0,1.804055363538285,106,5,0,47.5858,1.0,0
11816,1380,7,1.0,7.686766466287879,61,3,0,47.7134,1.0,0
11817,1620,7,2.25,12.953372521744196,49,3,0,47.4437,1.0,0
11818,1680,7,1.0,4.152075076211186,94,4,0,47.6663,1.5,0
11819,1330,6,1.0,22.14479457925491,39,3,0,47.3174,1.0,0
11820,1730,7,1.75,4.404680788571791,87,3,0,47.6662,1.0,0
11821,790,6,1.0,10.080872833560885,31,2,0,47.6978,1.0,0
11822,2240,8,2.5,24.149897352747903,30,3,0,47.265,2.0,0
11823,1500,7,1.5,11.812899606620366,57,3,0,47.7741,1.0,0
11824,1800,8,2.0,24.362767031095448,26,3,0,47.2623,1.0,0
11825,1980,7,2.5,22.397629727100746,11,4,0,47.3495,2.0,0
11826,1340,7,1.75,6.111016446071758,62,3,0,47.694,1.0,0
11827,750,7,1.0,1.6493456139076001,20,2,0,47.6175,1.0,0
11828,1790,7,2.25,10.729791599010582,46,4,0,47.5126,1.0,0
11829,5490,12,3.5,10.882826991568633,19,4,4,47.5511,1.0,0
11830,1940,7,2.0,11.816837783149817,37,3,0,47.774,1.0,0
11831,2670,8,1.75,27.17487645650877,43,4,4,47.2585,2.0,0
11832,1220,7,2.0,21.708649410717317,21,3,0,47.3523,1.0,0
11833,1310,7,1.5,5.942793383705959,59,3,0,47.6821,1.0,0
11834,1930,8,2.5,16.132237313626852,20,4,0,47.4016,2.0,0
11835,2100,8,3.0,5.492991539376514,43,4,0,47.6807,2.0,0
11836,1180,7,1.0,9.22330356773612,38,3,0,47.7372,1.0,0
11837,4320,12,3.25,10.663420004234029,25,5,0,47.5461,2.0,0
11838,3140,7,1.75,9.593794198320028,32,4,0,47.6941,1.0,0
11839,2320,7,2.0,6.407129748205419,55,3,0,47.5141,1.0,0
11840,2110,7,1.75,12.341944379211315,49,3,0,47.4744,2.0,0
11841,1790,7,2.0,14.496322062331267,55,4,1,47.3965,1.0,0
11842,1740,7,2.5,14.988736515674162,56,5,0,47.3904,1.0,0
11843,3820,10,3.25,6.638227200329107,10,4,0,47.5837,2.0,0
11844,2050,9,3.5,10.74057996633492,85,3,4,47.4536,2.0,1
11845,1680,8,2.25,20.54471576886655,13,4,0,47.3258,2.0,0
11846,1930,8,2.25,14.404916451882444,41,4,0,47.4501,1.0,0
11847,3760,8,3.0,9.070848449952873,13,4,0,47.5161,2.0,0
11848,2370,8,2.25,11.08841167189415,42,3,0,47.6366,1.0,0
11849,2120,8,3.0,12.755436453037301,37,4,0,47.4745,2.0,0
11850,2370,8,2.5,12.375212644872759,28,4,0,47.6915,2.0,0
11851,2350,8,2.5,3.7538149413732764,105,4,0,47.6605,1.5,0
11852,1180,7,1.0,9.357341285453241,59,3,0,47.7416,1.5,0
11853,2270,8,2.5,11.578005306626157,16,3,0,47.7733,2.0,0
11854,1830,7,2.25,16.79648264709118,38,3,0,47.3925,1.0,0
11855,3910,9,2.75,2.7072653708353736,66,3,0,47.6324,1.0,0
11856,890,6,1.0,11.566368107183688,58,3,0,47.4388,1.0,0
11857,1820,7,2.25,11.180215401809356,41,3,0,47.7241,1.0,0
11858,2440,10,2.5,14.964328892566408,27,4,0,47.561,2.0,0
11859,1110,6,1.0,2.745894871332881,99,2,0,47.6436,1.0,0
11860,1870,7,2.0,10.850596646520469,46,3,0,47.7244,1.0,0
11861,1240,8,1.5,2.9130397358436184,101,3,0,47.5745,1.5,0
11862,1560,7,2.0,10.905520444491499,48,3,0,47.7294,1.0,0
11863,1910,8,2.5,15.251388933819461,26,3,0,47.5752,2.0,0
11864,2200,9,1.0,10.7675943583658,63,3,0,47.4527,1.0,0
11865,2530,8,2.75,21.920469923570767,21,4,0,47.289,2.0,0
11866,1130,7,1.0,10.523243139459707,57,3,0,47.4965,1.0,0
11867,820,6,1.0,6.042548740893528,97,2,0,47.52,1.0,0
11868,960,6,1.0,4.645114488788323,97,2,0,47.5554,1.0,0
11869,1980,8,1.5,2.349965399262793,85,4,0,47.584,1.5,0
11870,3370,10,3.5,9.343691119258294,14,4,0,47.7196,2.0,0
11871,7420,12,3.25,28.56468871705221,13,4,3,47.4548,2.0,0
11872,1800,7,2.25,20.611928725615446,20,3,0,47.3879,2.0,0
11873,3990,9,3.5,10.96639617019038,25,5,0,47.741,2.0,0
11874,4070,8,2.5,5.366371729109205,13,4,0,47.6838,3.0,0
11875,1640,7,1.75,12.464655431951472,100,4,0,47.7649,1.5,0
11876,3730,10,3.25,14.766318779613313,25,4,0,47.5775,2.0,0
11877,1220,7,1.75,13.593052237908822,49,3,0,47.4492,1.0,0
11878,3490,9,3.5,3.2674234324914626,6,3,0,47.6385,2.0,0
11879,1730,7,2.5,12.035419794369211,16,3,0,47.432,2.0,0
11880,3430,8,2.75,20.026193242385595,43,4,0,47.3183,1.5,0
11881,2320,7,2.5,21.0616989616505,21,4,0,47.3828,2.0,0
11882,2030,7,1.75,10.83190315261658,62,3,0,47.451,1.0,0
11883,4850,10,4.0,8.511420477175962,38,5,0,47.6426,2.0,0
11884,1340,7,1.5,10.377044522110586,47,3,0,47.741,1.0,0
11885,1130,6,1.0,9.042910041428422,67,3,0,47.7359,1.0,0
11886,1180,6,2.0,22.994793770489444,10,2,0,47.3487,2.0,0
11887,910,6,1.0,6.386644364993203,72,2,0,47.5253,1.0,0
11888,1630,7,1.75,5.471256732156453,107,3,3,47.6851,1.5,0
11889,710,7,1.0,2.4223380144764772,72,2,0,47.6412,2.0,0
11890,1520,5,1.0,27.87586572673818,67,4,0,47.4742,1.0,0
11891,2820,9,2.5,10.202560260529545,1,4,0,47.7538,2.0,0
11892,1970,7,1.75,5.341942977266469,73,4,0,47.534,1.5,0
11893,2240,8,3.0,14.238006481545641,47,5,0,47.4416,1.0,0
11894,1860,8,1.75,4.107288820024136,59,2,2,47.5751,1.0,0
11895,1780,6,1.0,4.714975060490049,96,4,0,47.5486,1.5,0
11896,1788,7,2.5,22.603290267286106,25,4,0,47.2883,2.0,0
11897,1880,8,2.5,8.650290547468737,27,3,0,47.6091,2.0,0
11898,2300,8,1.75,11.092386717670664,38,3,0,47.6884,1.0,0
11899,1610,7,2.5,18.208769804709455,21,3,0,47.3657,2.0,0
11900,2270,7,2.5,12.931806448084082,51,6,0,47.7722,1.0,0
11901,1230,7,1.75,2.8358410146530204,90,2,0,47.6423,1.5,0
11902,3420,9,3.5,23.726179647087534,11,4,0,47.3554,2.0,0
11903,1670,7,1.5,12.297531462913948,62,3,0,47.4283,1.0,0
11904,1120,7,1.0,6.239737623360969,69,2,0,47.6924,1.0,0
11905,2580,8,2.5,15.170477169225686,10,4,0,47.4042,2.0,0
11906,3847,9,2.75,18.54129437289045,40,5,2,47.3379,1.0,0
11907,3630,9,2.5,24.71385075932835,36,4,0,47.2617,1.5,0
11908,3580,10,2.75,13.296073168152155,36,4,0,47.6319,1.0,0
11909,4050,10,4.0,5.93703476873661,35,5,0,47.56,2.0,0
11910,3240,10,3.5,23.184802595725316,23,3,0,47.3388,2.0,0
11911,1540,7,1.75,1.9364005701703235,113,3,0,47.6187,1.5,0
11912,2550,7,2.5,11.290747616122538,12,4,2,47.4793,2.0,0
11913,2340,8,2.0,4.393503959039615,62,4,0,47.6495,1.0,0
11914,2320,8,2.5,12.66494207890208,11,4,0,47.4798,2.0,0
11915,1640,7,2.5,3.6052700983588917,4,4,0,47.559,2.0,0
11916,910,6,1.0,28.484678140734307,32,2,0,47.4463,1.0,0
11917,2550,8,3.25,19.305195394079718,25,4,0,47.7324,2.0,0
11918,2660,8,2.5,27.145091341494396,18,4,0,47.4831,2.0,0
11919,1480,7,2.5,7.752867340039052,19,3,0,47.6595,2.0,0
11920,2810,7,2.5,10.023439255999817,53,4,0,47.5846,1.0,0
11921,830,7,1.0,3.4994404632452962,91,1,0,47.6557,1.0,0
11922,3510,10,2.75,21.78884941329286,25,3,0,47.3735,2.0,0
11923,2480,7,2.5,15.357412038811326,11,3,0,47.4389,2.0,0
11924,3720,9,3.0,1.5914294916093916,110,4,0,47.6282,2.5,0
11925,2150,8,2.25,12.810898177258354,31,3,0,47.7179,2.0,0
11926,2370,9,2.5,22.364903789991192,12,3,0,47.5427,2.0,0
11927,4310,10,2.5,13.542496557041774,27,5,0,47.6662,2.0,0
11928,2990,8,2.75,11.088327966806764,19,5,0,47.4944,2.0,0
11929,1350,8,1.0,6.217730395696917,85,4,0,47.6885,1.5,0
11930,2370,7,2.0,13.544466975441399,23,2,0,47.5007,1.5,0
11931,1410,7,2.0,19.23592924568009,30,3,0,47.3315,1.0,0
11932,1170,6,1.0,7.572045931063757,66,2,0,47.497,1.0,0
11933,1800,8,2.5,14.869685927982433,16,4,0,47.5998,2.0,0
11934,3650,9,2.75,5.485963335716176,12,4,2,47.6756,2.0,0
11935,1490,7,1.75,22.603971956098007,22,3,0,47.3473,1.0,0
11936,3610,10,2.5,16.7877516848989,19,4,0,47.5868,2.0,0
11937,2050,7,1.75,15.887453108102703,56,4,0,47.4492,1.0,0
11938,1092,6,1.0,5.220614655659511,97,3,0,47.5321,1.5,0
11939,2010,8,2.25,20.776223537928853,36,4,0,47.3086,1.0,0
11940,1680,7,2.0,19.43339158921735,62,3,0,47.3255,2.0,0
11941,2510,9,2.0,8.70932788890881,55,4,0,47.7219,1.0,0
11942,2280,8,2.5,14.448099932984181,11,4,0,47.7237,2.0,0
11943,2510,7,2.5,14.758196051149573,14,3,0,47.6895,2.0,0
11944,3190,9,2.75,8.553718611353837,39,5,3,47.5641,1.0,0
11945,4690,10,3.25,11.667773766303846,20,4,2,47.7718,2.0,0
11946,1850,7,2.25,14.239277580511654,38,3,0,47.7408,1.0,0
11947,4160,11,3.0,10.500807531417829,14,4,0,47.5182,2.0,0
11948,2220,8,1.5,3.4839309022809366,90,4,0,47.6564,1.5,0
11949,2870,10,2.5,12.349596727353816,24,3,0,47.6944,2.0,0
11950,3950,10,2.75,6.718190689073242,60,4,3,47.6969,1.0,0
11951,1740,8,1.75,24.212875721668357,13,2,0,47.526,1.5,0
11952,4780,10,3.0,4.523349600223088,40,5,0,47.6242,1.0,0
11953,3160,10,2.5,8.54003109083268,35,4,0,47.6418,1.0,0
11954,1990,7,1.75,18.92688538944614,60,5,0,47.3325,1.0,0
11955,3920,10,3.5,16.168582282984165,19,4,0,47.6316,2.0,0
11956,960,7,1.0,28.911256282187548,52,3,0,47.238,1.0,0
11957,1540,7,1.5,7.8468988465012055,35,2,0,47.7189,2.0,0
11958,1970,7,2.5,10.074157277818736,13,4,0,47.515,2.0,0
11959,1880,8,2.5,15.807441304240289,22,3,0,47.5666,2.0,0
11960,2000,8,2.75,7.683313484872319,51,3,0,47.5066,1.0,0
11961,1990,8,2.5,9.167241229514461,18,3,0,47.705,2.0,0
11962,1400,6,1.0,6.335833824309411,67,4,0,47.5166,1.5,0
11963,3190,9,2.5,23.067291189269366,18,4,0,47.3425,2.0,0
11964,1000,7,1.5,7.500107444579654,68,3,0,47.7144,1.0,0
11965,1670,7,1.75,21.443970302956266,37,3,0,47.2975,1.0,0
11966,2100,7,2.0,4.456907243864765,91,4,0,47.6699,1.0,0
11967,1010,6,1.0,4.397512460381466,112,2,0,47.5532,1.0,0
11968,2030,7,2.5,3.370920472428147,89,4,0,47.6547,1.5,0
11969,1090,6,1.0,12.090666846463657,65,3,0,47.7743,1.0,0
11970,2440,7,1.75,13.914732740642998,39,4,0,47.7406,1.0,0
11971,2500,9,3.0,20.41111922026137,13,4,0,47.3325,2.0,0
11972,3420,9,2.5,12.723148423638719,13,4,0,47.6388,2.0,0
11973,2850,8,2.5,9.327803053203963,17,4,0,47.6759,2.0,0
11974,2030,8,1.5,2.7754082520922005,88,4,0,47.5855,1.5,0
11975,4590,11,3.75,3.057173490826859,88,5,0,47.6389,2.0,0
11976,2230,7,2.5,23.271476080339838,11,3,0,47.5308,2.0,0
11977,1810,8,1.75,11.73274811512606,35,2,0,47.5695,1.0,0
11978,4000,7,4.5,1.3503951459099128,37,6,0,47.6146,2.0,0
11979,1490,8,1.75,7.407176030609378,57,3,0,47.5919,1.0,0
11980,4225,11,4.5,14.399417075578246,30,4,0,47.6118,2.0,0
11981,2120,8,1.75,4.579972432783217,86,4,0,47.6601,1.5,0
11982,1030,7,1.5,9.583704331829553,47,3,0,47.5069,1.0,0
11983,2310,7,1.75,12.942641333277152,39,4,0,47.4569,1.0,0
11984,1830,8,2.25,10.446016994199244,30,3,0,47.7466,2.0,0
11985,2120,7,2.0,13.225978073775007,102,5,0,47.4558,1.5,0
11986,2500,7,1.5,5.881097665736893,49,4,0,47.5212,1.0,0
11987,2470,8,2.5,15.557807129609744,25,3,0,47.4096,2.0,0
11988,940,6,1.0,7.018020632069874,99,2,0,47.7067,1.0,0
11989,3260,8,2.75,10.68176829254835,51,5,0,47.6169,1.0,0
11990,1660,8,2.25,11.11007220639504,35,3,0,47.6889,1.0,0
11991,4370,10,3.0,14.361642337980701,31,4,0,47.6573,2.0,0
11992,2620,9,2.5,11.886487947475182,20,3,0,47.6972,2.0,0
11993,1500,7,1.75,21.220121894513873,47,3,0,47.3141,1.0,0
11994,910,7,1.0,6.889444828224381,79,2,1,47.5145,1.0,0
11995,1430,6,1.75,5.3673054896730426,58,3,0,47.5388,1.0,0
11996,900,6,1.0,6.798848209687119,74,2,0,47.5148,1.0,0
11997,1250,6,1.75,9.954155674582358,56,4,0,47.62,1.0,0
11998,3850,9,3.0,5.889705467684434,51,5,0,47.6425,1.0,0
11999,3450,10,2.5,13.59112570517586,28,4,0,47.7302,2.0,0
12000,3950,10,3.5,22.108195319720647,14,4,0,47.5414,2.0,0
12001,1950,6,1.5,11.962580748947817,76,4,0,47.4364,1.5,0
12002,1700,7,2.5,22.18435171948243,12,3,0,47.5333,2.0,0
