bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,sqft_living15,sqft_lot15,lot_to_living_ratio,property_age,distance_to_center
3,1.0,1280,1.5,0,0,3,8,1280,0,1910,2014,47.6727,1410,3150,2.015625,1,4.628834467068296
4,2.25,2710,2.0,0,0,4,8,2710,0,1977,0,47.77,2590,38180,14.088560885608857,38,15.758766237780947
3,2.0,2370,2.0,0,0,4,7,2370,0,1970,0,47.6734,1380,12196,5.145991561181434,45,8.641605285430016
4,1.75,2170,1.0,0,0,3,7,1270,900,1950,0,47.6894,1750,4000,2.119815668202765,65,6.2377733528492945
3,1.0,1570,1.0,0,2,4,8,1270,300,1958,0,47.4821,2440,7727,4.921656050955414,57,10.791280785519811
3,2.25,1765,2.0,0,0,3,7,1765,0,1996,0,47.3072,1765,7719,4.335410764872521,19,20.6569765845712
4,2.0,1210,1.0,0,0,4,7,1210,0,1955,0,47.5747,1280,11100,9.173553719008265,60,9.011003357249905
4,2.5,2718,2.0,0,0,3,8,2718,0,2006,0,47.3255,2667,5000,2.2799852832965417,9,20.92985526643964
3,3.0,2300,1.0,0,0,3,7,2300,0,1960,0,47.5102,1570,8116,3.3482608695652174,55,9.725164540872914
4,2.5,2580,2.0,0,0,3,8,2580,0,2013,0,47.6853,1780,5772,1.331782945736434,2,7.896711193776664
3,2.0,1560,1.5,0,0,3,7,1560,0,1910,2007,47.6398,1240,3600,2.051282051282051,8,2.5757490057109487
4,2.5,2330,2.0,0,0,3,8,2330,0,2004,0,47.3934,2330,5783,1.976824034334764,11,16.254158719894345
4,2.0,2220,1.0,0,0,3,7,2220,0,1963,0,47.7759,2650,21167,10.698198198198199,52,12.953789657590647
4,2.5,2560,1.0,0,0,4,7,1760,800,1949,0,47.6947,1760,6384,4.984375,66,6.263227257672426
3,1.0,1130,1.5,0,0,3,6,1130,0,1934,0,47.4935,1080,8100,7.168141592920354,81,7.881001052193889
3,2.0,2740,2.0,0,4,3,10,2740,0,1988,0,47.319,2800,16400,8.578467153284672,27,20.126391822103223
3,1.5,1560,1.0,0,0,4,7,1220,340,1969,0,47.6729,1870,8671,5.993589743589744,46,9.753233102433253
3,1.0,1590,1.5,0,0,4,7,1290,300,1926,0,47.6807,1770,4350,2.893081761006289,89,6.0205340597177965
3,2.0,1200,1.0,0,0,3,7,1200,0,1995,0,47.2649,1590,9518,7.971666666666667,20,23.875306265631504
5,3.25,3160,2.0,0,0,4,8,3160,0,1980,0,47.52,2130,10000,3.1645569620253164,35,14.600952143394883
3,1.0,990,1.0,0,0,3,7,990,0,1972,0,47.3422,1360,10125,10.227272727272727,43,21.500838731814532
3,2.25,1670,2.0,0,0,3,8,1670,0,1987,0,47.5688,1850,5276,2.9964071856287426,28,14.952220960601046
2,1.0,1290,2.0,0,0,3,7,1290,0,2008,0,47.6968,1290,2828,2.622480620155039,7,15.642723728821547
4,2.5,2370,2.0,0,0,5,8,2370,0,1966,0,47.6715,2370,10133,4.254430379746835,49,8.972308791892274
4,2.0,2030,1.0,0,0,4,8,2030,0,1976,0,47.6658,1800,9018,4.58128078817734,39,9.489726024924279
3,2.25,1660,1.5,0,0,4,7,1100,560,1929,0,47.6773,1610,3478,2.095180722891566,86,5.253428703474596
6,2.5,3820,1.0,0,0,4,9,2040,1780,1974,0,47.5209,2510,15314,13.919633507853403,41,14.362072349017751
2,1.0,1210,1.5,0,0,3,6,1210,0,1921,0,47.7225,1150,7376,5.900826446280992,94,8.073368060951461
4,4.0,4000,2.0,0,0,3,9,4000,0,2007,0,47.5421,3920,8048,2.32725,8,21.2288236383805
3,1.0,1000,1.0,0,0,3,6,1000,0,1962,0,47.4562,1300,13500,9.45,53,12.2369799108246
3,2.5,1830,2.0,0,0,3,7,1830,0,1990,0,47.2895,1820,6434,3.859016393442623,25,21.898699931598273
4,2.75,2940,2.0,0,0,3,9,2940,0,2004,0,47.5529,2410,4000,1.4394557823129253,11,16.410104338363407
3,1.75,1640,1.0,0,0,3,8,1340,300,1977,0,47.7698,2210,10852,6.172560975609756,38,13.677169513579647
4,2.5,1700,2.0,0,0,3,7,1700,0,1997,0,47.3638,1570,7540,3.926470588235294,18,21.24280519484104
3,2.5,2750,2.0,0,0,3,9,2750,0,1989,0,47.3732,2700,40091,13.489454545454546,26,21.646935109563355
4,2.5,3100,2.0,0,0,3,9,3100,0,2003,0,47.7151,3100,7807,2.5183870967741937,12,8.981408675438955
4,2.5,2440,2.0,0,0,3,7,2440,0,2007,0,47.5406,2440,5762,2.085245901639344,8,21.205298554202994
3,1.0,1330,1.0,0,0,3,7,1330,0,1976,0,47.3033,1530,7000,5.18796992481203,39,21.0505728741767
3,1.75,1510,1.0,0,0,4,7,860,650,1922,0,47.6864,1650,4160,3.443708609271523,93,5.749669727085059
2,1.0,960,1.0,0,0,3,6,960,0,1985,0,47.6668,1830,230868,233.22708333333333,30,20.9724916292985
3,2.0,1490,3.0,0,0,3,8,1490,0,2014,0,47.57,1420,1230,0.8630872483221477,1,3.2408000129344425
4,2.5,2570,1.0,0,0,4,8,1570,1000,1958,0,47.6921,2440,7274,2.8097276264591438,57,6.464283390119445
4,2.5,3220,2.0,0,0,3,8,3220,0,2006,0,47.7273,3020,9300,2.896894409937888,9,19.359562976816328
4,2.5,3980,1.0,0,1,3,10,2480,1500,1968,0,47.639,3980,16304,4.096482412060301,47,6.136651342141973
5,2.75,2920,1.0,0,0,5,8,1660,1260,1968,0,47.5133,3910,14491,4.068493150684931,47,15.474103563716112
4,2.0,2610,1.5,0,0,4,6,1690,920,1940,0,47.4672,1630,8599,5.486973180076628,75,9.750180861498242
4,2.5,1540,2.0,0,0,3,8,1540,0,2014,0,47.5526,1540,1689,1.2948051948051948,1,16.005227720501157
4,2.5,2230,1.0,0,0,4,7,1180,1050,1981,0,47.6305,1470,13458,6.589237668161435,34,14.025378285238917
4,2.75,2890,2.0,0,0,3,10,2890,0,1997,0,47.7102,3170,16397,5.673702422145329,18,14.107106622008306
2,1.0,860,1.0,0,0,4,7,860,0,1909,0,47.6823,1090,5356,6.0,106,5.869599189716225
4,2.5,2410,2.0,0,0,3,8,2410,0,1993,0,47.6329,2350,7140,2.962655601659751,22,14.648059431582254
3,2.5,2480,2.0,0,0,3,9,2480,0,1999,0,47.4044,2870,6180,2.4919354838709675,16,15.103192854429016
5,3.25,3660,2.0,0,2,3,10,3660,0,2006,0,47.5337,3320,11241,3.2773224043715845,9,22.633720443151798
5,3.5,2760,2.5,0,0,3,8,2760,0,2013,0,47.5047,2760,4587,1.3934782608695653,2,10.326688308905037
5,1.5,2830,2.5,0,0,4,8,2830,0,1918,0,47.5132,1480,4000,1.4134275618374559,97,7.21287115899574
3,1.75,1610,1.0,0,0,5,7,1610,0,1962,0,47.6527,2010,8670,5.349689440993789,53,7.163448889074839
3,2.5,1470,2.0,0,0,3,7,1470,0,1999,0,47.526,1490,4400,2.704761904761905,16,24.3039183929826
4,1.5,1660,1.0,0,0,5,7,1660,0,1947,0,47.739,950,7440,3.986144578313253,68,9.184508981453506
3,1.0,2130,1.5,0,0,3,7,2130,0,1917,0,47.5506,1780,5150,1.795774647887324,98,4.523331791403413
3,2.0,2130,1.5,0,0,5,7,1330,800,1925,0,47.6746,2010,5000,2.347417840375587,90,4.927400282031481
4,1.0,1210,1.5,0,2,3,7,1210,0,1943,0,47.5026,1470,6000,4.958677685950414,72,8.501460175954442
3,1.75,1580,1.0,0,0,4,7,1580,0,1968,0,47.3299,1860,19998,12.656962025316457,47,23.323115574254338
3,3.75,1580,2.0,0,0,3,8,1340,240,2010,0,47.5875,1560,1294,0.8246835443037974,5,1.5190604933792022
3,1.75,2390,1.0,0,0,3,7,1290,1100,1959,0,47.7759,2270,9650,4.703765690376569,56,12.054535485642925
3,1.75,2320,1.0,0,2,4,8,2320,0,1960,0,47.3121,2400,26112,24.07198275862069,55,20.65281359668301
3,1.0,1290,1.5,0,0,4,7,1290,0,1919,0,47.6879,1290,4850,3.007751937984496,96,6.299108595838081
3,2.5,2329,2.0,0,0,3,8,2329,0,2010,0,47.362,2197,5720,2.455989695148132,5,17.968844109845563
3,2.5,2560,2.0,0,0,3,9,2560,0,1981,0,47.7354,2820,35496,13.775390625,34,14.215729820728875
2,1.0,900,1.0,0,0,3,7,900,0,1944,0,47.6883,1280,5000,5.555555555555555,71,6.387046609331336
2,1.0,930,1.0,0,0,4,6,930,0,1919,0,47.5289,1730,9000,6.556989247311828,96,15.100847917062692
1,1.25,1810,1.5,1,4,4,8,1230,580,1967,0,47.5814,2280,5070,2.8011049723756907,48,11.859036792303378
4,2.5,2623,2.0,0,0,3,8,2623,0,2012,0,47.259,2010,4939,2.7388486465878765,3,24.74898284668373
3,2.5,1260,3.0,0,0,3,7,1160,100,2009,0,47.7072,1190,1095,0.7103174603174603,6,6.980091647160287
3,2.25,1780,1.0,0,0,3,8,1780,0,1967,0,47.4539,2080,9360,5.839887640449438,48,13.538872643443424
2,1.0,1480,1.0,0,0,4,7,1120,360,1925,0,47.2079,1670,5800,3.597972972972973,90,31.781077000590518
5,2.5,2620,1.0,0,0,3,7,1400,1220,1979,0,47.72,2390,9156,4.871374045801526,36,9.628539131771136
3,1.75,1650,1.0,0,0,5,8,1650,0,1963,0,47.6118,2400,10250,6.212121212121212,52,7.629737813648144
3,2.5,2240,2.0,0,0,3,8,2240,0,1996,0,47.7433,1900,9900,4.821428571428571,19,10.623432050435154
3,2.5,2560,2.0,0,0,4,9,2560,0,1988,0,47.5497,2710,12034,3.837890625,27,9.577822611092484
3,1.5,1860,1.0,0,0,4,7,1860,0,1967,0,47.3106,1810,8262,4.57258064516129,48,20.479299192744463
3,2.5,2780,2.0,0,0,3,9,2780,0,2004,0,47.4569,1940,3466,2.158273381294964,11,14.378225448523168
3,1.5,1560,1.0,0,0,5,7,1200,360,1989,0,47.619,1560,19119,12.981410256410257,26,13.021810063562986
4,2.5,3460,2.0,0,0,3,10,3460,0,1987,0,47.637,3140,10631,2.803179190751445,28,13.808365824564143
2,1.0,930,1.0,0,0,4,7,930,0,1940,0,47.6915,1180,6380,6.860215053763441,75,5.915793262071898
4,2.5,2020,2.0,0,0,3,7,2020,0,2010,0,47.2822,2300,5685,2.5247524752475248,5,22.41353070990807
3,2.25,1360,2.0,0,0,3,8,1094,266,2006,0,47.6925,1522,1382,0.7654411764705882,9,6.289515053616957
3,2.0,2540,1.5,0,3,4,8,1600,940,1905,0,47.5972,2040,5900,2.8346456692913384,110,1.97417669345862
3,2.5,3000,1.0,0,0,4,8,1760,1240,1963,0,47.6191,2040,8250,2.75,52,10.320757732681573
3,1.75,1790,1.0,0,0,4,7,1790,0,1953,0,47.7442,1560,7680,4.289944134078213,62,9.5379156790984
4,2.75,2610,1.0,0,0,3,7,1360,1250,1965,0,47.4435,1600,9426,3.6114942528735634,50,11.51145305475685
3,2.5,2490,2.0,0,0,3,9,2490,0,2003,0,47.5451,2370,4050,1.9694779116465864,12,15.458333263962968
5,3.0,3670,1.0,0,0,5,8,2060,1610,1952,0,47.7589,2720,13865,2.883651226158038,63,10.85820531535041
4,2.5,2470,1.0,0,0,3,7,1420,1050,1985,0,47.3792,1670,7627,2.4761133603238865,30,20.594392812256277
4,2.5,2440,1.0,0,0,4,9,1660,780,1970,0,47.6401,2810,15564,5.930327868852459,45,8.01440627825618
4,3.5,2870,2.0,0,3,3,9,2070,800,2006,0,47.5009,1770,6450,1.1236933797909407,9,8.832324420133727
4,1.75,1570,1.0,0,0,3,7,1170,400,1959,0,47.7432,2080,9100,6.159235668789809,56,10.246100293931978
3,3.5,3390,2.0,0,0,3,10,3040,350,2012,0,47.537,3290,12332,2.9728613569321536,3,8.37570861852584
4,2.5,3010,2.0,0,0,3,9,3010,0,2005,0,47.3542,3010,5762,3.0415282392026577,10,22.52232800470831
3,1.0,1250,1.0,0,0,4,7,1250,0,1956,0,47.6032,1540,7400,5.84,59,9.678584589831864
5,3.25,2820,1.5,0,0,3,7,2320,500,1906,2014,47.5357,1560,5647,2.3365248226950355,1,5.5997039628888325
3,1.5,1710,2.0,0,0,4,7,1710,0,1920,0,47.6801,1530,5170,2.9941520467836256,95,5.259913740139578
3,1.75,1660,1.0,0,0,3,7,960,700,1941,1996,47.5734,1510,4800,2.891566265060241,19,4.367989242436436
5,3.5,5000,2.0,0,3,3,10,3410,1590,2008,0,47.5665,3360,17398,5.308,7,6.331744333604714
3,2.0,1680,1.0,0,0,3,8,1680,0,1987,0,47.6168,1800,7503,4.809523809523809,28,13.432452098532421
3,2.5,2040,1.0,0,0,3,8,1340,700,1968,0,47.3334,2370,12672,7.579901960784314,47,18.85206624646818
4,2.0,1820,1.0,0,0,5,7,1300,520,1956,0,47.7615,1700,9450,4.615384615384615,59,10.730129866079897
4,3.0,2580,2.0,0,0,4,7,2130,450,1992,0,47.3726,1900,10092,3.7213178294573646,23,16.81549106738546
3,1.75,1460,1.0,0,2,3,7,1010,450,1979,0,47.5311,1400,4240,4.3561643835616435,36,5.279523380936771
3,1.75,1010,1.0,0,0,3,7,1010,0,1969,0,47.375,1010,6552,6.487128712871288,46,18.882751739490526
3,1.75,2060,2.0,0,0,4,9,1500,560,1918,0,47.6498,1830,3712,1.6019417475728155,97,3.064697846937417
4,2.25,1770,1.0,0,0,5,7,1770,0,1972,0,47.7193,1780,6500,3.9548022598870056,43,9.45575394768248
3,1.0,1560,1.0,0,0,4,8,1140,420,1952,0,47.7261,2130,8100,5.1923076923076925,63,8.416177377468545
4,2.5,2030,1.5,0,0,4,8,1730,300,1921,0,47.6753,1980,4080,2.0098522167487687,94,4.874446944850882
4,1.75,2720,1.0,0,0,3,8,1510,1210,1952,0,47.6788,2120,7315,2.8713235294117645,63,5.514719028378294
3,2.75,1300,1.0,0,0,3,7,860,440,1996,0,47.3652,1550,7596,10.920769230769231,19,18.05408991127121
3,3.0,2900,2.0,0,0,3,10,2900,0,1997,0,47.6993,2900,9611,4.058275862068966,18,11.885071545320264
3,2.0,1770,1.0,0,3,3,7,1100,670,1984,0,47.5644,1300,3000,3.389830508474576,31,3.4944746880365543
4,2.25,2000,2.0,0,0,5,7,1650,350,1926,0,47.6769,2000,5100,1.836,89,5.431868033713167
4,2.25,2200,1.0,0,0,5,8,1480,720,1959,0,47.5215,2710,6750,3.0681818181818183,56,8.440860888003279
2,2.5,1150,2.0,0,0,3,7,1150,0,2004,0,47.3516,1880,2855,1.7947826086956522,11,17.68881052618602
2,1.0,1570,1.5,0,0,4,8,1570,0,1914,0,47.6112,1850,4400,2.8025477707006368,101,1.859109322287212
4,2.5,1980,2.0,0,0,3,8,1980,0,1998,0,47.5182,1980,5400,2.727272727272727,17,8.436847269108132
4,1.75,2290,1.0,0,3,3,7,1290,1000,1959,0,47.5698,1820,4000,1.9213973799126638,56,3.2162160797526407
3,2.25,2930,3.0,0,2,3,9,2670,260,1999,0,47.6763,2450,6460,2.3907849829351537,16,5.8926948690947425
3,2.5,1610,2.0,0,0,3,8,1610,0,2006,0,47.4491,1610,3056,2.1838509316770187,9,12.77716606177029
3,1.0,1120,1.0,0,0,4,6,1120,0,1934,0,47.447,1010,335289,28.794642857142858,81,13.044597569418334
3,1.5,1430,1.0,0,0,4,6,1430,0,1953,0,47.4759,1560,10125,6.265734265734266,62,9.036413516217273
4,3.0,1490,1.5,0,1,5,7,1490,0,1915,0,47.5446,1990,6526,4.540939597315436,100,4.853092364713965
2,2.5,1950,3.0,0,0,3,8,1950,0,2009,0,47.5925,1650,1639,1.26,6,1.6953122101946205
6,2.5,3596,1.0,0,0,5,8,1798,1798,1964,0,47.4388,1894,10500,3.8097886540600667,51,11.569283458571261
4,3.75,2930,1.5,0,0,5,9,2130,800,1925,0,47.643,1900,4320,1.0921501706484642,90,2.8358571792539227
2,1.75,1350,1.0,0,0,3,7,1350,0,2005,0,47.3493,1370,3570,2.98,10,22.903366674077684
4,1.75,2100,1.5,0,0,4,7,1500,600,1911,0,47.6721,1690,4000,1.4285714285714286,104,4.555074323784977
3,1.0,1520,1.0,0,0,3,7,1520,0,1954,0,47.7162,1360,7219,6.254605263157894,61,7.608897797988692
3,1.75,2700,1.0,0,2,3,8,1560,1140,1947,0,47.5834,3010,5000,1.8666666666666667,68,2.520283204229451
4,2.5,2740,2.0,0,0,3,9,2740,0,1993,0,47.3333,2740,36074,12.101459854014598,22,22.396636035068344
3,2.5,4190,2.0,0,0,3,10,4190,0,1999,0,47.5642,3650,8321,2.2968973747016705,16,10.015976940218152
2,1.0,1010,1.5,0,0,4,6,1010,0,1908,0,47.6692,1460,5000,4.9504950495049505,107,4.650779277643513
4,2.5,3720,2.0,0,0,3,10,3720,0,1983,0,47.7582,3720,35000,9.408602150537634,32,14.112986926086066
2,1.0,920,1.0,0,0,4,6,920,0,1906,0,47.5177,1210,5250,5.706521739130435,109,6.850927461781765
4,2.5,2710,2.0,0,2,3,9,2710,0,1992,0,47.4815,2330,35040,12.918450184501845,23,30.16912036095632
3,1.0,980,1.0,0,0,3,7,980,0,1955,0,47.3496,1780,9135,9.321428571428571,60,17.841555121935823
3,2.25,1590,1.0,0,0,4,7,1110,480,1979,0,47.2917,1880,9200,5.786163522012578,36,22.80838037394297
2,2.5,1790,2.0,0,0,4,8,1790,0,1979,0,47.6606,1700,5760,3.016759776536313,36,10.245203221546912
2,2.75,1310,3.5,0,0,3,8,1310,0,2007,0,47.6534,1350,1288,0.9679389312977099,8,3.4317515119684923
5,2.5,3000,1.0,0,0,3,9,1610,1390,2007,0,47.6765,2700,7205,2.6373333333333333,8,8.797239946361678
4,1.0,1200,1.5,0,0,3,6,1200,0,1944,0,47.4951,1070,6050,6.0,71,8.62456169097188
3,1.0,1270,1.5,0,2,3,7,1270,0,1928,0,47.5695,1560,4000,3.1496062992125986,87,3.2616478765674555
3,2.25,2120,1.0,0,0,3,8,2120,0,1997,0,47.296,1400,12039,6.1745283018867925,18,22.07542524940202
1,1.0,970,1.0,0,0,4,5,570,400,1920,0,47.4655,1360,7380,7.875257731958763,95,9.7419672323935
3,2.25,1584,2.0,0,0,3,7,1584,0,2012,0,47.3454,1584,2800,1.7676767676767677,3,18.847150236203436
4,2.75,2020,1.0,0,0,5,7,1300,720,1961,0,47.7685,1920,8089,4.006435643564356,54,11.212769514816321
3,1.5,1860,1.0,0,0,3,7,1200,660,1963,0,47.4513,1800,10400,4.281182795698925,52,11.113596154217984
2,1.0,780,1.0,0,0,3,6,780,0,1920,0,47.5381,1620,6000,5.384615384615385,95,5.603352477548273
7,4.25,4670,2.0,0,2,3,11,4670,0,1992,0,47.6183,3240,13912,4.949678800856531,23,4.980551133482775
3,1.75,1550,2.0,0,0,3,7,1550,0,2005,0,47.4331,1550,1866,1.229032258064516,10,13.571052764383632
2,1.0,1500,1.0,0,0,3,8,1500,0,1950,0,47.4727,1700,9355,12.36,65,9.527603681757125
2,1.5,1180,2.0,0,0,3,8,1180,0,2006,0,47.5626,1490,1469,1.459322033898305,9,3.8675241617612004
3,2.5,2250,2.0,0,0,3,8,2250,0,1994,0,47.2636,2140,7363,3.2417777777777776,21,24.328346187351027
3,1.0,1200,1.0,0,0,5,6,1200,0,1975,0,47.3156,1200,9800,8.056666666666667,40,22.236775372231854
5,4.25,4110,2.0,0,2,3,10,2970,1140,2000,0,47.3375,2730,12750,10.402676399026763,15,18.564309625320778
3,1.0,1400,1.0,0,0,3,6,950,450,1943,0,47.7041,990,4980,3.557142857142857,72,6.773593187630408
3,1.0,1140,1.0,0,0,4,7,1140,0,1967,0,47.3112,1140,9639,8.455263157894738,48,20.620815360898
4,2.0,1960,1.0,0,0,3,6,980,980,1900,1988,47.5958,1175,2315,2.5551020408163265,27,1.7053862650333946
2,1.75,1490,1.0,0,0,4,7,1490,0,1963,0,47.6246,2280,9869,6.626845637583893,52,6.346199869214125
3,2.5,1320,3.0,0,0,3,7,1320,0,2009,0,47.5202,1300,1003,0.7234848484848485,6,6.054337623497461
4,2.75,2280,1.0,0,0,5,7,2280,0,1960,0,47.5218,2280,15347,6.731140350877193,55,9.786809682904869
3,2.25,1890,1.0,0,0,4,7,1230,660,1973,0,47.7156,1970,8101,3.8095238095238093,42,7.590835362884
3,1.5,1890,1.0,0,0,3,7,1090,800,1957,0,47.4829,1470,8100,5.0,58,8.52834209335968
3,1.75,1920,1.0,0,0,4,8,1260,660,1977,0,47.5633,2360,8048,3.8541666666666665,38,9.855776848506219
3,2.25,2210,1.0,0,0,3,8,1460,750,1951,0,47.6891,1900,4590,2.598190045248869,64,5.764950185178088
2,1.0,720,1.0,0,2,3,6,720,0,1925,0,47.5185,1390,5000,10.416666666666666,90,6.674889149247847
4,2.25,3330,2.0,0,0,3,9,3330,0,1994,0,47.4725,3330,21796,6.542042042042042,21,13.018234689498012
3,1.0,1090,1.5,0,0,5,5,1090,0,1912,0,47.3066,1170,6708,6.155963302752293,103,21.38859958601819
3,2.25,2430,1.5,0,0,3,8,1900,530,1979,0,47.5065,1720,11250,3.1333333333333333,36,9.538579757777569
3,3.25,3800,2.0,0,3,3,9,3800,0,1983,0,47.7741,2480,8434,3.682894736842105,32,13.069737404421575
4,2.25,2170,2.0,0,0,3,7,1920,250,1980,0,47.6124,1890,4400,1.880184331797235,35,1.8762617415359815
3,3.25,2330,1.0,0,2,3,10,1730,600,1964,2000,47.5882,2080,4000,1.7167381974248928,15,2.1335487194959524
3,2.75,1160,2.0,0,0,3,7,880,280,2007,0,47.5788,1250,5400,0.925,8,2.0547212466760865
3,1.5,1100,1.0,0,0,4,7,1100,0,1965,0,47.5004,1430,7700,7.4,50,10.803359144767361
3,2.25,1880,1.5,0,0,3,8,1880,0,1987,2007,47.5342,2520,21689,53.52287234042553,8,21.578267417579962
2,1.0,1450,1.0,0,4,3,7,1450,0,1924,0,47.63,2390,6098,4.895172413793103,91,1.8239295596595189
4,1.75,1840,1.0,0,0,3,7,960,880,1958,0,47.6074,1840,9044,5.826086956521739,57,9.676333101998093
3,2.5,2480,1.5,1,3,4,8,2480,0,1974,0,47.4003,2350,42122,15.259274193548388,41,14.834005079946735
3,2.5,2300,2.0,0,0,3,9,2300,0,1995,0,47.7369,2480,16650,11.985217391304348,20,19.57101662810487
4,2.5,3560,2.0,0,0,3,10,3560,0,2000,0,47.6002,3840,13624,3.927247191011236,15,16.45690482060818
3,1.75,1600,1.0,0,0,3,7,1070,530,1979,0,47.3272,2140,14960,8.90625,36,19.30426993901292
6,2.75,3040,1.0,0,3,4,9,1760,1280,1958,0,47.4488,2420,21075,12.079276315789473,57,10.931294750416843
3,2.5,2780,1.0,0,0,3,10,2780,0,2006,0,47.4496,1680,16340,98.93273381294964,9,28.61273371108498
2,2.0,1651,1.0,0,0,3,6,1651,0,1946,0,47.4621,1510,89595,11.023622047244094,69,11.63932351439293
3,2.75,2810,2.0,1,4,4,10,2810,0,1974,0,47.6361,3120,14810,6.665836298932384,41,11.357431205104874
3,2.5,2210,2.0,0,0,3,8,2210,0,1988,0,47.5715,2340,7192,3.9013574660633483,27,14.782372559368024
3,1.0,1270,1.5,0,3,3,7,1270,0,1927,0,47.5433,2100,7680,5.2062992125984255,88,5.386908963224874
4,1.75,2550,1.0,0,0,3,8,1890,660,1982,0,47.7707,2560,38638,15.474509803921569,33,14.976716971842256
3,1.5,1170,1.0,0,0,3,7,1170,0,1960,0,47.4211,1550,8605,9.854700854700855,55,12.938480027651371
4,2.25,1790,2.0,0,0,3,7,1790,0,1992,0,47.5055,1400,7203,4.084357541899442,23,9.65323461911179
5,2.5,2690,2.0,0,0,3,7,2690,0,2012,0,47.4914,2090,10500,2.065799256505576,3,8.75146535949138
5,2.25,3200,1.0,0,0,3,8,1600,1600,1965,0,47.6303,3390,20158,6.299375,50,5.717656033199733
4,2.5,2160,2.0,0,0,3,8,2160,0,1983,0,47.7438,2840,10535,4.513888888888889,32,10.320364033400681
3,1.75,1330,1.0,0,0,3,8,1330,0,1961,0,47.6074,1690,7800,5.639097744360902,54,6.406025592852438
4,1.75,1940,1.0,0,0,4,7,1720,220,1966,0,47.3736,2000,9000,3.865979381443299,49,16.97877275302678
4,2.0,1760,1.0,0,0,4,7,1760,0,1962,0,47.3299,1870,7316,4.375,53,19.099341464021315
3,2.5,1680,2.0,0,0,3,8,1680,0,1987,0,47.3196,1720,5000,2.9761904761904763,28,20.017553943103582
2,1.5,1084,2.0,0,0,3,7,1084,0,1976,0,47.7117,1084,6250,3.161439114391144,39,7.294167581599012
2,2.5,980,3.0,0,0,3,8,980,0,2008,0,47.6844,980,1023,1.0408163265306123,7,5.979714559903726
3,2.5,2770,2.0,0,2,3,9,2770,0,1992,0,47.5754,2530,10423,3.889169675090253,23,10.138413140379987
3,2.25,2370,1.0,0,0,3,8,1930,440,1978,0,47.771,2900,37452,16.30337552742616,37,15.743797655806816
3,1.0,1500,1.0,0,0,3,7,1120,380,1938,0,47.6873,1440,4500,3.0,77,6.123043583762774
2,1.5,1480,1.0,0,0,3,7,930,550,1914,2007,47.6684,1000,3780,2.108108108108108,8,4.318111429273424
4,2.5,2530,2.0,0,2,3,8,2010,520,1990,0,47.2654,2140,9933,3.9260869565217393,25,24.16445566921523
3,4.0,4160,2.0,0,0,3,11,4160,0,1989,0,47.6635,4300,36192,7.6432692307692305,26,15.237205096963843
2,1.0,900,1.0,0,0,5,6,900,0,1938,0,47.2113,1320,6400,7.111111111111111,77,31.6013293509899
3,2.5,2370,2.0,0,0,3,8,2370,0,2014,0,47.3696,2370,4200,1.7721518987341771,1,21.988746278569455
4,2.5,2770,2.0,0,0,4,9,2770,0,1986,0,47.562,3040,11100,3.537184115523466,29,12.127509332664506
4,3.5,4540,2.0,0,0,3,11,4200,340,1998,0,47.5445,3990,12881,4.353964757709251,17,10.067678439934484
3,1.75,1620,1.0,0,0,5,7,980,640,1927,0,47.6886,1400,3840,2.074074074074074,88,5.8504021336764715
4,2.0,1470,1.0,0,0,4,8,1470,0,1967,0,47.3742,1640,7000,4.761904761904762,48,16.154117585658593
3,1.75,1180,1.0,0,0,3,7,1040,140,1929,0,47.5226,1430,4000,3.389830508474576,86,6.197995537417847
3,1.75,1820,1.0,0,0,3,7,1250,570,1977,0,47.6441,2030,22320,12.263736263736265,38,17.575033528114627
5,2.75,3460,2.0,0,0,3,9,3460,0,2011,0,47.5908,3390,6630,2.3054913294797688,4,12.666174263676869
3,2.5,1650,2.0,0,0,3,7,1650,0,2003,0,47.6819,1680,3446,2.0824242424242425,12,14.78050643671043
5,2.5,2360,1.0,0,0,4,7,1180,1180,1962,0,47.4875,1160,7800,4.819915254237288,53,8.958343535205858
2,1.0,1000,1.0,0,0,3,7,800,200,1948,0,47.5671,1060,5500,4.95,67,3.958165328675493
5,3.0,2230,1.0,0,0,3,7,1330,900,2014,0,47.487,2230,9476,2.9376681614349778,1,8.254355959697985
3,1.75,2000,1.5,0,0,4,8,2000,0,1959,0,47.7535,2000,8400,4.2,56,10.176841035185054
4,2.5,2170,2.0,0,0,3,8,2170,0,1992,0,47.7346,2240,14029,6.462672811059908,23,19.084177426121325
3,1.75,1890,1.5,0,3,3,8,1890,0,1976,0,47.4137,1890,40180,17.11111111111111,39,14.208957001968217
3,2.25,1450,2.0,0,0,3,7,1450,0,2010,0,47.367,1660,3800,2.793103448275862,5,22.0917236214227
3,2.0,1990,1.5,0,0,3,7,1230,760,1908,1970,47.6272,1600,4080,1.5075376884422111,45,2.443834071150975
3,1.25,2350,1.0,0,0,4,7,1320,1030,1966,0,47.5979,2140,9543,2.6382978723404253,49,9.2274326947406
4,2.25,2840,1.0,0,0,3,8,1780,1060,1958,0,47.7505,2290,29577,11.169014084507042,57,10.168147698934112
2,1.0,880,1.0,0,0,4,5,880,0,1906,0,47.3107,1010,6160,5.470454545454546,109,25.69656318372735
