sqft_living,grade,bathrooms,distance_to_center,property_age,bedrooms,view,lat,floors,waterfront
3100,9,2.5,2.380268654226699,109,5,0,47.6154,2.5,0
3650,9,2.5,12.297866168163198,15,4,4,47.6338,1.0,1
2500,8,2.75,11.810891556726979,37,4,0,47.7743,1.0,0
1425,8,2.5,6.259374429404554,7,3,0,47.6963,3.0,0
1350,7,2.0,31.381114089390255,17,3,0,47.2073,1.0,0
2450,8,3.0,9.691712389660273,48,4,0,47.5694,1.0,0
3080,8,3.5,19.15753483209301,12,5,0,47.7454,2.0,0
2120,9,2.5,15.316534229601455,26,4,0,47.5654,2.0,0
1920,7,1.75,19.325266686342747,38,3,0,47.3272,1.0,0
4190,9,3.0,2.392735779335002,87,4,2,47.6181,2.5,0
2140,9,1.5,4.812070298920402,37,3,0,47.5402,1.5,0
1570,7,1.0,31.26744688412246,62,2,3,47.2077,1.0,0
2490,8,2.25,20.577984784797604,37,4,0,47.3115,1.0,0
1450,7,2.5,23.119124852550964,11,3,0,47.5318,2.0,0
1270,8,1.5,6.429235913922767,8,3,0,47.6987,3.0,0
920,7,1.0,20.308892164915193,37,3,0,47.3623,1.0,0
1680,8,2.0,16.41074159252971,7,2,0,47.7088,1.0,0
1440,7,2.25,15.75839851681369,33,3,0,47.4034,1.0,0
1010,6,1.0,10.365634107688706,72,3,2,47.4905,1.0,0
1760,7,1.75,15.10018298848292,36,4,0,47.4267,1.0,0
1100,6,1.0,12.817138910047987,72,2,0,47.4471,1.0,0
2700,9,2.75,12.542975747088567,3,4,0,47.4831,2.0,0
2460,8,2.5,7.521095045478287,50,4,0,47.7133,1.0,0
3110,8,2.5,18.496868485293046,13,4,0,47.3782,2.0,0
1810,7,2.0,16.813630362231354,37,3,0,47.3656,1.0,0
1090,7,1.5,10.19962430123123,49,3,0,47.6219,1.0,0
1954,8,2.5,13.889084114538305,10,4,0,47.4297,2.0,0
1050,7,2.5,1.691620997855075,10,2,0,47.5854,2.0,0
1400,7,1.75,3.73103101154781,88,2,0,47.5705,1.0,0
1360,7,1.75,21.361333766839785,31,3,0,47.2983,1.0,0
3520,8,3.75,2.6088384098778628,102,4,0,47.6424,1.5,0
2310,8,3.75,5.373564685573764,31,7,0,47.6781,2.0,0
1070,7,1.5,19.23236754583423,31,3,0,47.3516,1.0,0
1278,7,2.5,4.316466211062367,8,2,0,47.5532,2.0,0
3070,9,3.75,2.9475407122430077,88,4,0,47.633,2.0,0
2170,8,2.5,6.222254626300486,1,5,0,47.5167,2.0,0
1690,7,1.75,4.769095905150465,37,3,0,47.5897,1.0,0
3170,8,2.5,9.800829849842417,7,4,0,47.6705,3.0,0
2860,9,2.75,12.800432201810999,9,5,0,47.707,2.0,0
1780,7,2.5,15.507989516014108,41,3,0,47.4093,1.0,0
1250,7,1.0,12.755405196510413,55,3,0,47.4853,1.0,0
1710,7,1.75,10.117923702654034,57,3,0,47.7391,1.0,0
1010,6,1.0,21.55419920908253,95,3,0,47.3043,1.0,0
1020,7,1.0,3.7082775526710168,64,3,0,47.571,1.0,0
3569,10,3.25,11.680145461192092,2,4,0,47.4595,2.0,0
2810,9,2.5,12.160897360339739,10,3,0,47.7065,2.0,0
1420,7,1.75,7.051632630225989,36,3,0,47.5069,1.0,0
1960,7,1.5,8.345986559543183,57,3,0,47.5765,1.0,0
1900,8,1.75,8.92610369950081,52,3,0,47.4781,1.0,0
3370,7,2.0,2.305509865856602,108,5,0,47.6373,1.5,0
3560,10,3.5,12.544652404634524,9,4,3,47.7054,2.0,0
2050,8,2.75,13.582937709986739,27,4,0,47.6194,1.0,0
2560,8,2.5,19.679286878299912,2,4,0,47.3404,2.0,0
760,6,1.0,8.23861389091184,72,2,0,47.4977,1.0,0
2040,8,2.5,20.180343101059723,21,4,0,47.6458,2.0,0
2090,8,1.75,9.419822395594615,52,4,0,47.6715,1.0,0
2060,8,2.5,21.724781968670413,12,3,0,47.2923,2.0,0
1890,7,1.75,20.083969746298003,12,3,0,47.3357,1.0,0
670,6,1.0,6.471725637810463,73,2,0,47.5165,1.0,0
1520,7,3.0,5.2582663774831575,12,3,0,47.6822,3.0,0
1490,10,2.5,3.729719334782834,7,3,0,47.6478,2.0,0
2800,7,2.75,6.234700447827004,58,3,0,47.5862,1.0,0
3500,10,3.5,2.1584475761857145,15,4,0,47.628,2.0,0
1310,6,1.0,5.007926314979992,70,4,0,47.5384,1.5,0
940,7,1.0,10.033528360479522,50,3,0,47.6608,1.0,0
1750,7,2.0,21.011410520676424,41,4,0,47.3164,1.0,0
1970,8,1.75,10.736561112787866,52,3,0,47.7602,1.0,0
1950,8,2.25,20.32446744052578,49,3,0,47.3127,1.0,0
2350,8,2.5,5.998331123411338,53,5,0,47.6005,1.0,0
2890,7,2.5,21.42062966536538,9,4,0,47.5447,2.0,0
1230,7,1.75,22.023206959041897,29,3,0,47.2881,1.0,0
3860,8,2.5,21.690450505578678,11,4,0,47.5387,2.0,0
1410,7,1.75,6.9438057385998775,61,3,0,47.7026,1.0,0
1370,8,3.25,3.9355127688015945,9,3,0,47.5636,2.0,0
3880,9,3.5,8.6102224047123,36,5,3,47.5696,2.0,0
1315,8,1.75,10.727626405774727,41,2,0,47.752,2.0,0
1060,6,1.0,6.89364881375606,72,3,0,47.5116,1.0,0
3580,9,2.5,19.295298559413936,11,4,0,47.3901,2.0,0
2242,8,2.5,24.83246896869584,2,3,0,47.2581,2.0,0
3080,9,1.75,3.834266925044236,74,4,0,47.6353,1.0,0
3360,9,3.5,20.840485645268235,25,4,0,47.3047,2.0,0
1930,7,2.0,12.465488522854692,53,5,0,47.7743,1.0,0
1750,8,2.25,10.757948792589161,47,4,0,47.7612,1.5,0
2280,8,2.5,17.49007902708621,17,3,0,47.3557,2.0,0
3780,10,2.75,16.35647112974366,16,4,0,47.589,2.0,0
1770,7,2.5,23.346651207176183,11,4,0,47.3506,2.0,0
2120,8,2.25,16.688695951425533,32,3,0,47.3914,2.0,0
960,7,1.0,18.88194140302288,63,3,0,47.3335,1.0,0
3420,9,2.5,16.24444037432241,9,4,0,47.5416,2.0,0
2980,9,2.5,18.94497326620063,14,4,0,47.7354,2.0,0
770,6,1.0,9.390853765733826,67,2,0,47.7406,1.0,0
1370,8,2.75,5.2202104386325106,12,3,0,47.67,3.0,0
1580,7,1.75,5.463321052519361,70,3,0,47.672,1.5,0
1952,7,1.5,16.333485180669264,55,3,0,47.3715,1.0,0
2060,8,2.5,13.717635671528718,28,3,0,47.7571,2.0,0
2495,8,2.5,22.10255430692022,8,3,0,47.288,2.0,0
900,7,1.0,6.905122147378366,68,2,0,47.7047,1.0,0
850,7,1.5,2.962253589310182,29,3,0,47.5677,1.0,0
982,8,1.5,6.742130799760952,9,2,0,47.7034,2.0,0
1910,7,2.0,10.912294804550069,37,3,0,47.7356,1.0,0
830,6,1.0,6.9827566791654325,72,2,0,47.5057,1.0,0
1730,7,2.0,9.346952896467648,59,3,0,47.5875,1.0,0
1810,7,1.75,22.106057874847004,35,3,0,47.4109,1.0,0
2010,8,1.75,17.52117553362803,48,3,0,47.373,1.0,0
3250,10,3.0,7.029477408730775,11,3,3,47.5123,2.0,0
1540,7,1.5,7.8468988465012055,35,2,0,47.7189,2.0,0
1280,8,1.0,4.628834467068296,1,3,0,47.6727,1.5,0
2710,8,2.25,15.758766237780947,38,4,0,47.77,2.0,0
2370,7,2.0,8.641605285430016,45,3,0,47.6734,2.0,0
2170,7,1.75,6.2377733528492945,65,4,0,47.6894,1.0,0
1570,8,1.0,10.791280785519811,57,3,2,47.4821,1.0,0
1765,7,2.25,20.6569765845712,19,3,0,47.3072,2.0,0
1210,7,2.0,9.011003357249905,60,4,0,47.5747,1.0,0
2718,8,2.5,20.92985526643964,9,4,0,47.3255,2.0,0
2300,7,3.0,9.725164540872914,55,3,0,47.5102,1.0,0
2580,8,2.5,7.896711193776664,2,4,0,47.6853,2.0,0
1560,7,2.0,2.5757490057109487,8,3,0,47.6398,1.5,0
2330,8,2.5,16.254158719894345,11,4,0,47.3934,2.0,0
2220,7,2.0,12.953789657590647,52,4,0,47.7759,1.0,0
2560,7,2.5,6.263227257672426,66,4,0,47.6947,1.0,0
1130,6,1.0,7.881001052193889,81,3,0,47.4935,1.5,0
2740,10,2.0,20.126391822103223,27,3,4,47.319,2.0,0
1560,7,1.5,9.753233102433253,46,3,0,47.6729,1.0,0
1590,7,1.0,6.0205340597177965,89,3,0,47.6807,1.5,0
1200,7,2.0,23.875306265631504,20,3,0,47.2649,1.0,0
3160,8,3.25,14.600952143394883,35,5,0,47.52,2.0,0
990,7,1.0,21.500838731814532,43,3,0,47.3422,1.0,0
1670,8,2.25,14.952220960601046,28,3,0,47.5688,2.0,0
1290,7,1.0,15.642723728821547,7,2,0,47.6968,2.0,0
2370,8,2.5,8.972308791892274,49,4,0,47.6715,2.0,0
2030,8,2.0,9.489726024924279,39,4,0,47.6658,1.0,0
1660,7,2.25,5.253428703474596,86,3,0,47.6773,1.5,0
3820,9,2.5,14.362072349017751,41,6,0,47.5209,1.0,0
1210,6,1.0,8.073368060951461,94,2,0,47.7225,1.5,0
4000,9,4.0,21.2288236383805,8,4,0,47.5421,2.0,0
1000,6,1.0,12.2369799108246,53,3,0,47.4562,1.0,0
1830,7,2.5,21.898699931598273,25,3,0,47.2895,2.0,0
2940,9,2.75,16.410104338363407,11,4,0,47.5529,2.0,0
1640,8,1.75,13.677169513579647,38,3,0,47.7698,1.0,0
1700,7,2.5,21.24280519484104,18,4,0,47.3638,2.0,0
2750,9,2.5,21.646935109563355,26,3,0,47.3732,2.0,0
3100,9,2.5,8.981408675438955,12,4,0,47.7151,2.0,0
2440,7,2.5,21.205298554202994,8,4,0,47.5406,2.0,0
1330,7,1.0,21.0505728741767,39,3,0,47.3033,1.0,0
1510,7,1.75,5.749669727085059,93,3,0,47.6864,1.0,0
960,6,1.0,20.9724916292985,30,2,0,47.6668,1.0,0
1490,8,2.0,3.2408000129344425,1,3,0,47.57,3.0,0
2570,8,2.5,6.464283390119445,57,4,0,47.6921,1.0,0
3220,8,2.5,19.359562976816328,9,4,0,47.7273,2.0,0
3980,10,2.5,6.136651342141973,47,4,1,47.639,1.0,0
2920,8,2.75,15.474103563716112,47,5,0,47.5133,1.0,0
2610,6,2.0,9.750180861498242,75,4,0,47.4672,1.5,0
1540,8,2.5,16.005227720501157,1,4,0,47.5526,2.0,0
2230,7,2.5,14.025378285238917,34,4,0,47.6305,1.0,0
2890,10,2.75,14.107106622008306,18,4,0,47.7102,2.0,0
860,7,1.0,5.869599189716225,106,2,0,47.6823,1.0,0
2410,8,2.5,14.648059431582254,22,4,0,47.6329,2.0,0
2480,9,2.5,15.103192854429016,16,3,0,47.4044,2.0,0
3660,10,3.25,22.633720443151798,9,5,2,47.5337,2.0,0
2760,8,3.5,10.326688308905037,2,5,0,47.5047,2.5,0
2830,8,1.5,7.21287115899574,97,5,0,47.5132,2.5,0
1610,7,1.75,7.163448889074839,53,3,0,47.6527,1.0,0
1470,7,2.5,24.3039183929826,16,3,0,47.526,2.0,0
1660,7,1.5,9.184508981453506,68,4,0,47.739,1.0,0
2130,7,1.0,4.523331791403413,98,3,0,47.5506,1.5,0
2130,7,2.0,4.927400282031481,90,3,0,47.6746,1.5,0
1210,7,1.0,8.501460175954442,72,4,2,47.5026,1.5,0
1580,7,1.75,23.323115574254338,47,3,0,47.3299,1.0,0
1580,8,3.75,1.5190604933792022,5,3,0,47.5875,2.0,0
2390,7,1.75,12.054535485642925,56,3,0,47.7759,1.0,0
2320,8,1.75,20.65281359668301,55,3,2,47.3121,1.0,0
1290,7,1.0,6.299108595838081,96,3,0,47.6879,1.5,0
2329,8,2.5,17.968844109845563,5,3,0,47.362,2.0,0
2560,9,2.5,14.215729820728875,34,3,0,47.7354,2.0,0
900,7,1.0,6.387046609331336,71,2,0,47.6883,1.0,0
930,6,1.0,15.100847917062692,96,2,0,47.5289,1.0,0
1810,8,1.25,11.859036792303378,48,1,4,47.5814,1.5,1
2623,8,2.5,24.74898284668373,3,4,0,47.259,2.0,0
1260,7,2.5,6.980091647160287,6,3,0,47.7072,3.0,0
1780,8,2.25,13.538872643443424,48,3,0,47.4539,1.0,0
1480,7,1.0,31.781077000590518,90,2,0,47.2079,1.0,0
2620,7,2.5,9.628539131771136,36,5,0,47.72,1.0,0
1650,8,1.75,7.629737813648144,52,3,0,47.6118,1.0,0
2240,8,2.5,10.623432050435154,19,3,0,47.7433,2.0,0
2560,9,2.5,9.577822611092484,27,3,0,47.5497,2.0,0
1860,7,1.5,20.479299192744463,48,3,0,47.3106,1.0,0
2780,9,2.5,14.378225448523168,11,3,0,47.4569,2.0,0
1560,7,1.5,13.021810063562986,26,3,0,47.619,1.0,0
3460,10,2.5,13.808365824564143,28,4,0,47.637,2.0,0
930,7,1.0,5.915793262071898,75,2,0,47.6915,1.0,0
2020,7,2.5,22.41353070990807,5,4,0,47.2822,2.0,0
1360,8,2.25,6.289515053616957,9,3,0,47.6925,2.0,0
2540,8,2.0,1.97417669345862,110,3,3,47.5972,1.5,0
3000,8,2.5,10.320757732681573,52,3,0,47.6191,1.0,0
1790,7,1.75,9.5379156790984,62,3,0,47.7442,1.0,0
2610,7,2.75,11.51145305475685,50,4,0,47.4435,1.0,0
2490,9,2.5,15.458333263962968,12,3,0,47.5451,2.0,0
3670,8,3.0,10.85820531535041,63,5,0,47.7589,1.0,0
2470,7,2.5,20.594392812256277,30,4,0,47.3792,1.0,0
2440,9,2.5,8.01440627825618,45,4,0,47.6401,1.0,0
2870,9,3.5,8.832324420133727,9,4,3,47.5009,2.0,0
1570,7,1.75,10.246100293931978,56,4,0,47.7432,1.0,0
3390,10,3.5,8.37570861852584,3,3,0,47.537,2.0,0
3010,9,2.5,22.52232800470831,10,4,0,47.3542,2.0,0
1250,7,1.0,9.678584589831864,59,3,0,47.6032,1.0,0
2820,7,3.25,5.5997039628888325,1,5,0,47.5357,1.5,0
1710,7,1.5,5.259913740139578,95,3,0,47.6801,2.0,0
1660,7,1.75,4.367989242436436,19,3,0,47.5734,1.0,0
5000,10,3.5,6.331744333604714,7,5,3,47.5665,2.0,0
1680,8,2.0,13.432452098532421,28,3,0,47.6168,1.0,0
2040,8,2.5,18.85206624646818,47,3,0,47.3334,1.0,0
1820,7,2.0,10.730129866079897,59,4,0,47.7615,1.0,0
2580,7,3.0,16.81549106738546,23,4,0,47.3726,2.0,0
1460,7,1.75,5.279523380936771,36,3,2,47.5311,1.0,0
1010,7,1.75,18.882751739490526,46,3,0,47.375,1.0,0
2060,9,1.75,3.064697846937417,97,3,0,47.6498,2.0,0
1770,7,2.25,9.45575394768248,43,4,0,47.7193,1.0,0
1560,8,1.0,8.416177377468545,63,3,0,47.7261,1.0,0
2030,8,2.5,4.874446944850882,94,4,0,47.6753,1.5,0
2720,8,1.75,5.514719028378294,63,4,0,47.6788,1.0,0
1300,7,2.75,18.05408991127121,19,3,0,47.3652,1.0,0
2900,10,3.0,11.885071545320264,18,3,0,47.6993,2.0,0
1770,7,2.0,3.4944746880365543,31,3,3,47.5644,1.0,0
2000,7,2.25,5.431868033713167,89,4,0,47.6769,2.0,0
2200,8,2.25,8.440860888003279,56,4,0,47.5215,1.0,0
1150,7,2.5,17.68881052618602,11,2,0,47.3516,2.0,0
1570,8,1.0,1.859109322287212,101,2,0,47.6112,1.5,0
1980,8,2.5,8.436847269108132,17,4,0,47.5182,2.0,0
2290,7,1.75,3.2162160797526407,56,4,3,47.5698,1.0,0
2930,9,2.25,5.8926948690947425,16,3,2,47.6763,3.0,0
1610,8,2.5,12.77716606177029,9,3,0,47.4491,2.0,0
1120,6,1.0,13.044597569418334,81,3,0,47.447,1.0,0
1430,6,1.5,9.036413516217273,62,3,0,47.4759,1.0,0
1490,7,3.0,4.853092364713965,100,4,1,47.5446,1.5,0
1950,8,2.5,1.6953122101946205,6,2,0,47.5925,3.0,0
3596,8,2.5,11.569283458571261,51,6,0,47.4388,1.0,0
2930,9,3.75,2.8358571792539227,90,4,0,47.643,1.5,0
1350,7,1.75,22.903366674077684,10,2,0,47.3493,1.0,0
2100,7,1.75,4.555074323784977,104,4,0,47.6721,1.5,0
1520,7,1.0,7.608897797988692,61,3,0,47.7162,1.0,0
2700,8,1.75,2.520283204229451,68,3,2,47.5834,1.0,0
2740,9,2.5,22.396636035068344,22,4,0,47.3333,2.0,0
4190,10,2.5,10.015976940218152,16,3,0,47.5642,2.0,0
1010,6,1.0,4.650779277643513,107,2,0,47.6692,1.5,0
3720,10,2.5,14.112986926086066,32,4,0,47.7582,2.0,0
920,6,1.0,6.850927461781765,109,2,0,47.5177,1.0,0
2710,9,2.5,30.16912036095632,23,4,2,47.4815,2.0,0
980,7,1.0,17.841555121935823,60,3,0,47.3496,1.0,0
1590,7,2.25,22.80838037394297,36,3,0,47.2917,1.0,0
1790,8,2.5,10.245203221546912,36,2,0,47.6606,2.0,0
1310,8,2.75,3.4317515119684923,8,2,0,47.6534,3.5,0
3000,9,2.5,8.797239946361678,8,5,0,47.6765,1.0,0
1200,6,1.0,8.62456169097188,71,4,0,47.4951,1.5,0
1270,7,1.0,3.2616478765674555,87,3,2,47.5695,1.5,0
2120,8,2.25,22.07542524940202,18,3,0,47.296,1.0,0
970,5,1.0,9.7419672323935,95,1,0,47.4655,1.0,0
1584,7,2.25,18.847150236203436,3,3,0,47.3454,2.0,0
2020,7,2.75,11.212769514816321,54,4,0,47.7685,1.0,0
1860,7,1.5,11.113596154217984,52,3,0,47.4513,1.0,0
780,6,1.0,5.603352477548273,95,2,0,47.5381,1.0,0
4670,11,4.25,4.980551133482775,23,7,2,47.6183,2.0,0
1550,7,1.75,13.571052764383632,10,3,0,47.4331,2.0,0
1500,8,1.0,9.527603681757125,65,2,0,47.4727,1.0,0
1180,8,1.5,3.8675241617612004,9,2,0,47.5626,2.0,0
2250,8,2.5,24.328346187351027,21,3,0,47.2636,2.0,0
1200,6,1.0,22.236775372231854,40,3,0,47.3156,1.0,0
4110,10,4.25,18.564309625320778,15,5,2,47.3375,2.0,0
1400,6,1.0,6.773593187630408,72,3,0,47.7041,1.0,0
1140,7,1.0,20.620815360898,48,3,0,47.3112,1.0,0
1960,6,2.0,1.7053862650333946,27,4,0,47.5958,1.0,0
1490,7,1.75,6.346199869214125,52,2,0,47.6246,1.0,0
1320,7,2.5,6.054337623497461,6,3,0,47.5202,3.0,0
2280,7,2.75,9.786809682904869,55,4,0,47.5218,1.0,0
1890,7,2.25,7.590835362884,42,3,0,47.7156,1.0,0
1890,7,1.5,8.52834209335968,58,3,0,47.4829,1.0,0
1920,8,1.75,9.855776848506219,38,3,0,47.5633,1.0,0
2210,8,2.25,5.764950185178088,64,3,0,47.6891,1.0,0
720,6,1.0,6.674889149247847,90,2,2,47.5185,1.0,0
3330,9,2.25,13.018234689498012,21,4,0,47.4725,2.0,0
1090,5,1.0,21.38859958601819,103,3,0,47.3066,1.5,0
2430,8,2.25,9.538579757777569,36,3,0,47.5065,1.5,0
3800,9,3.25,13.069737404421575,32,3,3,47.7741,2.0,0
2170,7,2.25,1.8762617415359815,35,4,0,47.6124,2.0,0
2330,10,3.25,2.1335487194959524,15,3,2,47.5882,1.0,0
1160,7,2.75,2.0547212466760865,8,3,0,47.5788,2.0,0
1100,7,1.5,10.803359144767361,50,3,0,47.5004,1.0,0
1880,8,2.25,21.578267417579962,8,3,0,47.5342,1.5,0
1450,7,1.0,1.8239295596595189,91,2,4,47.63,1.0,0
1840,7,1.75,9.676333101998093,57,4,0,47.6074,1.0,0
2480,8,2.5,14.834005079946735,41,3,3,47.4003,1.5,1
2300,9,2.5,19.57101662810487,20,3,0,47.7369,2.0,0
3560,10,2.5,16.45690482060818,15,4,0,47.6002,2.0,0
1600,7,1.75,19.30426993901292,36,3,0,47.3272,1.0,0
3040,9,2.75,10.931294750416843,57,6,3,47.4488,1.0,0
2780,10,2.5,28.61273371108498,9,3,0,47.4496,1.0,0
1651,6,2.0,11.63932351439293,69,2,0,47.4621,1.0,0
2810,10,2.75,11.357431205104874,41,3,4,47.6361,2.0,1
2210,8,2.5,14.782372559368024,27,3,0,47.5715,2.0,0
1270,7,1.0,5.386908963224874,88,3,3,47.5433,1.5,0
2550,8,1.75,14.976716971842256,33,4,0,47.7707,1.0,0
1170,7,1.5,12.938480027651371,55,3,0,47.4211,1.0,0
1790,7,2.25,9.65323461911179,23,4,0,47.5055,2.0,0
2690,7,2.5,8.75146535949138,3,5,0,47.4914,2.0,0
3200,8,2.25,5.717656033199733,50,5,0,47.6303,1.0,0
2160,8,2.5,10.320364033400681,32,4,0,47.7438,2.0,0
1330,8,1.75,6.406025592852438,54,3,0,47.6074,1.0,0
1940,7,1.75,16.97877275302678,49,4,0,47.3736,1.0,0
1760,7,2.0,19.099341464021315,53,4,0,47.3299,1.0,0
1680,8,2.5,20.017553943103582,28,3,0,47.3196,2.0,0
1084,7,1.5,7.294167581599012,39,2,0,47.7117,2.0,0
980,8,2.5,5.979714559903726,7,2,0,47.6844,3.0,0
2770,9,2.5,10.138413140379987,23,3,2,47.5754,2.0,0
2370,8,2.25,15.743797655806816,37,3,0,47.771,1.0,0
1500,7,1.0,6.123043583762774,77,3,0,47.6873,1.0,0
1480,7,1.5,4.318111429273424,8,2,0,47.6684,1.0,0
2530,8,2.5,24.16445566921523,25,4,2,47.2654,2.0,0
4160,11,4.0,15.237205096963843,26,3,0,47.6635,2.0,0
900,6,1.0,31.6013293509899,77,2,0,47.2113,1.0,0
2370,8,2.5,21.988746278569455,1,3,0,47.3696,2.0,0
2770,9,2.5,12.127509332664506,29,4,0,47.562,2.0,0
4540,11,3.5,10.067678439934484,17,4,0,47.5445,2.0,0
1620,7,1.75,5.8504021336764715,88,3,0,47.6886,1.0,0
1470,8,2.0,16.154117585658593,48,4,0,47.3742,1.0,0
1180,7,1.75,6.197995537417847,86,3,0,47.5226,1.0,0
1820,7,1.75,17.575033528114627,38,3,0,47.6441,1.0,0
3460,9,2.75,12.666174263676869,4,5,0,47.5908,2.0,0
1650,7,2.5,14.78050643671043,12,3,0,47.6819,2.0,0
2360,7,2.5,8.958343535205858,53,5,0,47.4875,1.0,0
1000,7,1.0,3.958165328675493,67,2,0,47.5671,1.0,0
2230,7,3.0,8.254355959697985,1,5,0,47.487,1.0,0
2000,8,1.75,10.176841035185054,56,3,0,47.7535,1.5,0
2170,8,2.5,19.084177426121325,23,4,0,47.7346,2.0,0
1890,8,1.75,14.208957001968217,39,3,3,47.4137,1.5,0
1450,7,2.25,22.0917236214227,5,3,0,47.367,2.0,0
1990,7,2.0,2.443834071150975,45,3,0,47.6272,1.5,0
2350,7,1.25,9.2274326947406,49,3,0,47.5979,1.0,0
2840,8,2.25,10.168147698934112,57,4,0,47.7505,1.0,0
880,5,1.0,25.69656318372735,109,2,0,47.3107,1.0,0
2620,8,2.5,11.737678270590644,40,5,0,47.6919,1.0,0
1260,7,1.0,8.86551420053534,8,4,0,47.7334,1.5,0
3320,9,2.5,8.816137230423996,38,4,0,47.554,2.0,0
1800,8,2.5,23.493397793485695,1,3,0,47.5342,2.0,0
1570,7,2.5,5.219749069166648,8,2,0,47.534,3.0,0
3370,9,2.5,22.565516839067772,1,4,0,47.3562,2.0,0
1080,7,1.0,4.93624693349736,96,3,0,47.6771,1.0,0
2090,8,2.5,15.887099958319139,23,4,0,47.5718,2.0,0
900,7,1.0,4.2103626674371455,70,2,0,47.6485,2.0,0
2540,10,2.5,13.508699874838857,24,3,0,47.6037,2.0,0
1850,8,1.75,21.399997834865648,36,3,0,47.2975,1.0,0
700,7,1.0,8.47999020141646,67,2,0,47.7289,1.0,0
3190,9,2.5,14.151780623851613,27,4,0,47.6698,2.0,0
1730,7,2.25,18.601948205212103,53,4,0,47.3386,1.0,0
1400,7,2.0,18.50196725900434,41,3,0,47.3415,1.0,0
5000,11,3.5,14.303287431635184,11,4,0,47.554,2.0,0
1880,8,2.0,10.164766843553977,64,3,0,47.7497,1.0,0
2980,7,2.75,4.297460936431306,99,6,0,47.6684,1.5,0
2660,8,2.75,8.422118381096425,53,6,0,47.549,1.0,0
1770,8,1.75,6.095701577844071,52,3,0,47.6846,1.0,0
5400,11,3.75,17.791291655513106,18,3,0,47.6426,2.0,0
2030,7,2.0,10.31629635782225,52,5,0,47.6297,1.0,0
1910,7,1.75,19.296052381653375,29,4,0,47.35,1.0,0
2550,7,1.75,14.208410743244468,37,4,0,47.4286,1.0,0
1340,8,1.75,6.8653312572389975,6,2,0,47.7053,3.0,0
920,6,1.0,20.38431895814612,46,3,0,47.3647,1.0,0
2050,8,2.25,10.012345607468424,48,4,0,47.5911,2.0,0
1780,7,3.0,4.491118016021126,62,4,0,47.5488,1.0,0
1100,7,2.0,5.26623208282367,10,2,0,47.6797,1.5,0
1420,7,2.25,21.98579213105891,26,3,0,47.3576,2.0,0
2650,7,2.5,10.110566049728599,54,5,0,47.6141,1.0,0
1960,8,1.5,3.058344053501621,104,3,0,47.6423,2.0,0
2680,9,2.5,16.21264742970127,9,2,0,47.7078,1.0,0
2250,7,2.5,18.899074795405937,33,4,0,47.336,1.0,0
1200,7,1.0,21.32050660908695,94,2,0,47.3089,1.0,0
1200,7,1.5,9.163217385241962,53,3,0,47.6084,1.0,0
3750,9,2.75,12.714275665553687,14,5,0,47.6039,2.0,0
2940,8,2.25,16.200070695007234,38,5,0,47.7653,1.0,0
1530,7,2.25,12.138506512952846,34,4,0,47.5589,1.0,0
1970,8,2.75,3.926423275043568,21,3,0,47.663,2.5,0
760,4,0.75,15.221339324145378,84,2,0,47.4703,1.0,0
2160,7,1.75,18.61982267947839,34,3,0,47.7355,1.0,0
1270,7,1.0,10.442361817009884,58,3,0,47.4599,1.0,0
2370,8,2.25,7.115399535143646,39,4,0,47.6497,1.0,0
1020,6,1.75,5.413735715300756,61,3,0,47.5332,1.0,0
3560,10,3.5,16.758401887483576,1,4,0,47.5929,2.0,0
5150,11,4.25,2.813289340105969,61,3,2,47.6288,2.5,0
1900,7,1.75,10.41524139184825,38,3,0,47.7569,1.0,0
820,7,1.0,13.914429348159132,50,2,0,47.4261,1.0,0
2710,10,2.5,8.92652361299568,37,3,2,47.7256,2.0,0
3850,9,3.0,5.889705467684434,51,5,0,47.6425,1.0,0
1330,7,2.0,9.79216773599648,30,3,0,47.7322,1.0,0
2890,8,2.75,5.086383233376666,1,4,0,47.6768,1.5,0
700,6,1.0,10.066346624386139,66,2,0,47.7515,1.0,0
3440,8,1.75,14.461960977034295,41,3,0,47.449,1.5,0
1460,7,1.5,7.346576803122959,44,3,0,47.7112,1.0,0
1070,6,1.0,5.689287311011109,107,2,0,47.6853,1.0,0
1430,7,2.25,19.520430839698953,31,3,0,47.3239,1.0,0
2020,7,2.5,22.85930129818297,3,4,0,47.3535,2.0,0
640,6,1.0,5.113975332275896,97,2,0,47.6776,1.0,0
980,7,1.0,7.510273155718312,62,3,0,47.5908,1.0,0
2110,8,2.5,8.363740238942908,2,3,0,47.6743,1.0,0
2430,8,2.5,14.4463168660058,22,4,0,47.4499,2.0,0
1710,7,1.75,10.29736401199275,67,3,0,47.7512,1.0,0
2140,8,2.0,5.81217472592962,87,3,0,47.6902,1.0,0
1870,7,1.5,5.826759773014128,92,3,0,47.5224,1.0,0
2320,8,2.5,16.23112828642563,8,2,0,47.7226,1.0,0
1140,6,1.5,20.229919727571932,45,3,0,47.3684,1.0,0
2730,9,2.5,11.70196698526826,29,4,0,47.7036,2.0,0
2031,9,3.0,20.76616610431637,27,3,0,47.3058,2.0,0
2170,7,2.5,11.27057442459351,35,4,0,47.6789,1.0,0
3840,10,4.25,12.665106614352533,15,3,0,47.6336,2.0,0
2380,9,2.5,7.313697612455361,52,4,0,47.5984,1.0,0
